,business_id,ambiance_score,atmosphere_score,dessert_score,drinks_score,entertainment_score,experience_score,food_score,food_portion_score,kid_friendly_score,location_score,noise_level_score,price_score,seating_score,service_score,setting_score,space_score,waiting_time_score,Restaurants_good_for_groups_owner_provided,good_for_kids_owner_provided,restaurant_is_expensive_owner_provided,noise_level_owner_provided
380,WrU1ZYN4jlYcL5mvJrQsCQ,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Negative,No mention,Negative,Negative,Positive
381,XHxAIQR-QAz6j1RMaz_J1A,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,Positive,Positive,Negative,Positive
382,XQY1_EorK7FMCffiftN0fA,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Negative,No mention,No mention,No mention,Negative,Positive,Negative,Positive
383,XgehM3pBZWuXi45J2dqRJQ,Positive,Positive,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,Positive,Positive,Negative,Positive
384,XkZwD46WcsAlbpg1inwbLQ,No mention,No mention,No mention,Positive,No mention,No mention,No mention,Positive,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Positive,Negative,Negative,Positive
385,XkmJfBmH-G7eLiq8vJnJRQ,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,No mention,Negative,No mention
386,XleIcqVgh3iBeM4s-rdy6g,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Positive,Positive,Negative,Positive
387,XwnkfMUiyH-OsJXbmbOK5g,No mention,No mention,No mention,No mention,No mention,No mention,Neutral,No mention,No mention,No mention,No mention,Negative,No mention,No mention,No mention,Negative,No mention,Positive,Positive,Negative,Positive
388,XyYsl2OyoMi6OMvzsdcVoQ,No mention,Positive,No mention,No mention,Positive,Positive,Positive,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,Positive,Positive,Positive,Negative,Positive
389,Y0cY7hTIjyrsfHsIrkEkyg,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Negative,No mention,No mention,Negative,No mention
390,Y0izXh4Dv1_YU68tn43Xiw,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Positive,Negative,Positive
391,Y57sylYCgq2VQJuBCnjPfA,No mention,No mention,Positive,No mention,No mention,Positive,Positive,No mention,No mention,Positive,No mention,No mention,No mention,Positive,No mention,Positive,No mention,Positive,No mention,Positive,Positive
392,YGgGefpPTFhgthvQvMAGoQ,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Negative,Positive,Negative,Positive
393,YL50DFkSKhVFyfKZgYQA8Q,No mention,No mention,No mention,No mention,No mention,No mention,Positive,Positive,No mention,Positive,No mention,No mention,No mention,Positive,No mention,No mention,No mention,No mention,No mention,Negative,No mention
394,YfhQzaZbeO-9XYH17Ga0Ig,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Negative,No mention
395,YgS10SCzw13uGiC0wTDiaQ,No mention,Positive,Positive,No mention,No mention,No mention,Positive,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,No mention,No mention,Positive,Positive,Negative,No mention
396,YiSr-W5BBX6uXnhWPxk82Q,Positive,Positive,No mention,No mention,No mention,Positive,Positive,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Positive,Positive,Negative,Positive
397,YoHFJVHTyS5ZtrSTaXt6Jw,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,Positive,No mention,No mention,Positive,Positive,No mention
398,YrNtBUOUOYwmRZ_UVwH8iQ,No mention,No mention,No mention,No mention,Positive,No mention,Positive,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,No mention,Negative,Positive,Negative,Positive
399,YxWiv24PHCseiVvGlqKFrQ,No mention,Positive,No mention,Negative,Positive,Positive,Positive,No mention,No mention,No mention,No mention,Positive,No mention,Positive,Positive,Positive,No mention,Positive,Positive,Negative,Positive
400,ZJ1rSNQ49v3nbG5qWgwojw,No mention,No mention,No mention,No mention,No mention,No mention,Negative,No mention,No mention,No mention,No mention,No mention,No mention,Negative,No mention,No mention,No mention,Positive,Positive,Negative,Positive
401,ZJzlns_dFkapVajmdFHGuw,Positive,Positive,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Positive,Positive,Negative,Positive,No mention,Negative,Positive
402,ZKi4F9BlA46rLvLyeIE3VA,Positive,Positive,No mention,No mention,No mention,No mention,Negative,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,Neutral,Positive,Positive,Negative,Positive
403,ZTg2GBgQj1WwAO5ySsTAQw,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,No mention,No mention,Negative,No mention
404,ZYqNIWch6Ik9wLZCa1hxkw,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Negative,Positive,Negative,Positive
405,ZcbhsniFmXZFW8ccPvsSLA,No mention,No mention,No mention,No mention,No mention,Negative,No mention,No mention,No mention,Negative,No mention,Negative,Positive,Negative,Negative,No mention,No mention,No mention,No mention,Negative,No mention
406,ZjyTmpOdp7v_7Un8rdgRWA,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,Negative,Negative
407,ZrxlfdFU_qpnIHI2DmoRxA,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Positive,Positive,Negative,Positive
408,_6p_j0UL7ST3b2nvHw82eA,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,No mention,Negative,No mention,No mention,No mention,No mention,No mention,Positive,Positive,Negative,Positive
409,_P-0kP5DboEd5p0OqDorFA,No mention,No mention,No mention,No mention,Positive,No mention,Positive,No mention,No mention,Positive,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,Negative,Negative,No mention
410,_T8tOBDr3NKNxd0yl5GwjA,No mention,Negative,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Negative,Negative,No mention,Positive,Negative,Positive
411,_Uyinj5wLMJ7x2cCfHO1Yg,No mention,No mention,No mention,No mention,No mention,Positive,Positive,No mention,No mention,Positive,No mention,No mention,No mention,Positive,Positive,No mention,No mention,No mention,No mention,No mention,No mention
412,_W9lITxMHNInaS2Lv2XoUw,No mention,Positive,Positive,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,Positive,No mention,Positive,No mention,No mention,No mention,Negative,No mention
413,_kJzi_k6LwtE3phJFxNOzA,No mention,Positive,Positive,No mention,No mention,No mention,Positive,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,Positive,Positive,Negative,Positive
414,_nSL2u-ZzX6kkAF2D2EZgQ,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,Positive,Negative,Negative,Positive
415,_urnEsYdKg1wt057-8yA9Q,Positive,Positive,No mention,No mention,No mention,No mention,Positive,No mention,No mention,Positive,No mention,No mention,No mention,Positive,Positive,Positive,No mention,Positive,Negative,Negative,Negative
416,_vLfidpLDYHfZ_KnFZ75Lg,No mention,No mention,No mention,No mention,No mention,No mention,Negative,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Positive,Positive,Negative,Positive
417,a32M9H9nkkPGKTKB5W27NA,No mention,Positive,No mention,No mention,No mention,Positive,Positive,No mention,No mention,No mention,No mention,Negative,No mention,Negative,Positive,Positive,Positive,Positive,Positive,Negative,Positive
418,aD490g5tyGScrxRZP_d1gw,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Negative,No mention
419,aFhPwy7OhyKah4cJY2QdEQ,Positive,Positive,Positive,No mention,No mention,Positive,Positive,No mention,No mention,Positive,No mention,No mention,No mention,Positive,Positive,Positive,Positive,Positive,Negative,Positive,Positive
420,aIDRH4eKKBV0Je_W4y83sw,No mention,No mention,No mention,No mention,No mention,Positive,Positive,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,Positive,No mention,No mention,No mention,Negative,No mention
421,aOVpnuzdFEIp87NpGyNDkA,Positive,Positive,No mention,No mention,No mention,Positive,Positive,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,Positive,Positive,Positive,Negative,Positive
422,aY_n9RSaD2Yw09jSFFePew,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Negative,No mention,Negative,No mention,Negative,No mention,Negative,No mention,Positive,Positive,Negative,Positive
423,ajMHxCdDtGPn7NgfcpsBIg,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Negative,No mention
424,apmw_lkLdwWbeYiI9ysdJg,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,Positive,Negative,Negative,Positive
425,b1shfPbHpkeWtbGbz5iAtg,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Negative,No mention,No mention,No mention,No mention,No mention,Negative,Negative,Negative,Positive,Negative,Positive
426,b2Za53CjptGyf9K0fFnrAg,No mention,Positive,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,No mention,Positive,Positive,Positive,Negative,Positive
427,b5hxsRw76UUXcotxlCipuQ,No mention,No mention,No mention,No mention,Positive,Positive,Neutral,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,Negative,Positive,Positive,Negative,Positive
428,bAlyCST0WAgCERUWkawTVg,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention
429,bBA62rVklEG2WUnvi8RtrQ,No mention,Positive,No mention,No mention,No mention,No mention,Positive,No mention,No mention,Positive,No mention,No mention,No mention,No mention,Positive,Positive,No mention,Negative,Positive,Negative,Positive
430,bF30LqHuXYtR8ibaRbq2kw,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Positive,Positive,Negative,Positive
431,bFWH7wlto7jjjwce5ZV--A,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,Positive,No mention,No mention,No mention,No mention,No mention,Positive,No mention,Positive,Positive,Negative,Positive
432,bLnC1_-Kd_Z5qhHNQXCUfQ,No mention,Positive,No mention,No mention,No mention,No mention,Positive,Positive,No mention,Positive,No mention,No mention,No mention,Positive,Positive,Positive,No mention,Positive,Positive,Negative,Positive
433,bPVPZeqMuYtU_yGCb4P-jg,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,Positive,No mention,Positive,No mention,Positive,No mention,Positive,No mention,Positive,Positive,Negative,Positive
434,bRlpi6k7wTSHHEapcLz_KA,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Positive,Positive,Negative,Positive
435,bSfDI69RkUrodsA1QwgnOg,No mention,No mention,No mention,Neutral,No mention,Negative,No mention,No mention,No mention,Negative,No mention,No mention,No mention,Negative,No mention,Negative,No mention,Positive,No mention,Negative,Negative
436,bXrQejeR66IwebuhxPS7GA,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,Positive,No mention,No mention,No mention,Positive,No mention,Positive,No mention,Negative,Positive,Negative,Positive
437,bbEXAEFr4RYHLlZ-HFssTA,No mention,Negative,No mention,No mention,No mention,No mention,Neutral,No mention,No mention,No mention,No mention,Neutral,No mention,Neutral,No mention,Negative,No mention,Positive,Positive,Negative,Positive
438,bf32KWp9yvN-WT8c-QtbzA,No mention,No mention,No mention,No mention,Positive,Positive,Positive,No mention,No mention,Positive,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,Negative,Negative,No mention
439,bjsBMTS4RD7Bs35ugv_fPA,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,Positive,No mention,Positive,No mention,Positive,No mention,No mention,No mention,Negative,No mention
440,bp482wqF6v80AltDNlPDfw,No mention,Positive,No mention,No mention,No mention,Negative,Positive,No mention,No mention,No mention,No mention,No mention,No mention,Negative,No mention,Positive,Positive,Positive,Positive,Negative,Positive
441,bvULUymFuaL_4Az8Vyxalg,Positive,Positive,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,Positive,No mention,No mention,No mention,Positive,No mention,Positive,Positive,Negative,No mention
442,c-W17u2jiFOD2H_d6uo-bQ,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,Positive,No mention,Positive,Negative,Negative,Positive
443,c0p9TawJSQHchy5aL8NWgQ,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,Positive,No mention,Positive,Positive,Negative,Positive
444,c1oDGw0j9-Lxus_Xs7go8g,No mention,Positive,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Positive,Positive,Negative,Positive
445,c1xuic_qvUfSIr-if6nSUQ,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,Positive,Negative,Positive,Positive
446,c8BFvdscjkhieg0C_rx6vg,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,Neutral,No mention,No mention,No mention,Positive,Positive,Negative,Positive
447,cAbdvzqtFLaAAMFIyPf2AA,No mention,No mention,Negative,Positive,No mention,No mention,Negative,No mention,No mention,No mention,No mention,Positive,No mention,Positive,No mention,Positive,Negative,Positive,Negative,Positive,Positive
448,cEN8j6jL0OJ0zhe-AX58Hw,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,No mention,Positive,Negative,Positive
449,cJXlIGy9SURm12lqHHnf-g,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,Positive,Positive,No mention,Negative,Negative,No mention
450,cZ6sHHLv7VSmuFSxP6sQLg,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Neutral,No mention,Negative,No mention,Positive,No mention,Positive,No mention,Positive,Positive,Negative,Positive
451,crlk8kaurC4zrPUTt7BevQ,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,No mention,No mention,Positive,Positive,Negative,Positive
452,ctVn7wMvJX8f4Z9SnOnrHw,No mention,No mention,No mention,Positive,No mention,No mention,Positive,No mention,No mention,No mention,No mention,No mention,No mention,Neutral,No mention,No mention,Negative,Positive,Positive,Positive,Positive
453,d-5kMts7CzenaPgDzesQDg,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Positive,Positive,Negative,Positive
454,d-8uNLbRCntAg1evqnU4sw,No mention,Positive,No mention,No mention,Positive,Positive,Positive,No mention,No mention,Positive,No mention,Positive,Positive,Positive,No mention,Positive,Positive,No mention,No mention,Positive,No mention
455,d0E938M2_4kcuULUdnj-Xw,No mention,No mention,No mention,No mention,Positive,No mention,Positive,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,Positive,Positive,Negative,Positive
456,dDU-0EW4Asx-RnM-vULFQw,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,Positive,No mention,No mention,No mention,No mention,No mention
457,dH25EekV4GqpcfH3zE5k2g,No mention,No mention,No mention,No mention,Positive,No mention,Positive,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,Positive,No mention,No mention,No mention,Negative,No mention
458,dQ6d9H7rnFSOSC_FXbJ_FQ,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Positive,Positive,Negative,Negative
459,dinxDxiWFUkEpxpIzaGHMQ,No mention,Positive,No mention,No mention,Positive,Positive,Positive,No mention,No mention,Negative,No mention,Positive,Positive,Positive,No mention,Positive,Positive,Positive,Positive,Negative,Positive
460,dsNKRi0XlMm7JOWbVk0Nvw,No mention,Negative,No mention,No mention,No mention,Negative,No mention,No mention,No mention,No mention,No mention,Negative,No mention,Negative,No mention,No mention,Negative,Positive,Positive,Negative,Positive
461,e0DU7_0mfalr-lnyUafiag,No mention,Positive,No mention,No mention,No mention,No mention,Positive,No mention,Positive,Negative,No mention,No mention,No mention,No mention,Positive,Negative,Positive,Positive,Positive,Negative,Positive
462,e8IBUW8tO5XlmgD4fSMtqA,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Positive,Positive,Negative,Positive
463,eA1-vRvk8eDf-nH9Ux_G_A,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Negative,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention
464,eBxc95u_Gcs9bLST0UntOQ,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,Positive,No mention,No mention,No mention,No mention,No mention,Positive,No mention,Positive,Positive,Negative,Positive
465,eCW_2UoyT2xxgcFGX8OyEw,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,Negative,Positive
466,eCnHSfwrco1Vs3m-iRcavw,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,Positive,No mention,No mention,Positive
467,eFafEbJKZ4gs0Eefl20mOA,No mention,No mention,No mention,Negative,No mention,Negative,No mention,No mention,No mention,No mention,No mention,Negative,No mention,No mention,No mention,Negative,No mention,No mention,No mention,No mention,No mention
468,eHRzuUXA2jrR99ecioWU4g,No mention,No mention,No mention,Positive,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,Positive,Positive,No mention,No mention,Positive,Negative,Negative,Negative
469,eL4lyE7LNoXEMvpcJ8WNVw,No mention,Positive,No mention,No mention,No mention,No mention,Positive,No mention,No mention,Positive,No mention,No mention,No mention,Positive,No mention,Positive,No mention,Positive,Negative,Negative,Positive
470,eX7o_-s5TmDT-DMfTV4cmw,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,No mention,Negative,No mention,Negative,No mention,No mention,Negative,Positive,Positive,Positive,Positive
471,e_LmE84zjkowFcQUd4sdfw,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Positive,Negative,Negative,No mention
472,eanjvgtX8b-m_zgkO0YBDg,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Negative,No mention
473,edJoBsse6nsF0BYh6pATAg,No mention,Positive,Positive,Positive,Positive,Positive,Positive,Negative,No mention,Positive,No mention,Neutral,No mention,Positive,Positive,Positive,Positive,Positive,Positive,Negative,Positive
474,eikRexw04kC6siBDkFnayQ,No mention,Positive,No mention,No mention,Positive,No mention,Positive,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,No mention,No mention,Positive,Positive,Negative,Positive
475,enl5_0c6njSeiG2ZgieQJA,No mention,No mention,No mention,No mention,No mention,No mention,Negative,No mention,No mention,No mention,No mention,Negative,No mention,No mention,No mention,No mention,No mention,Positive,Positive,Negative,Positive
476,eoH4nxBTSu6kf-41pWDwJQ,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,Negative,No mention,No mention,No mention,No mention,No mention,Negative,No mention,Positive,Positive,Negative,Positive
477,er6TqaBx6m2xpKJhqD74FQ,Positive,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Positive,Positive,Positive,Positive,Positive,Negative,Negative
478,etqiTJ31Bl3Fuh3CWTSHxw,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,Positive,Positive,No mention,No mention,No mention,No mention,No mention,Negative,No mention
479,f3eve2cxUIzyanWnHdMtFQ,No mention,Positive,No mention,No mention,No mention,Positive,Positive,No mention,No mention,Positive,No mention,No mention,No mention,Positive,No mention,Positive,No mention,Positive,Positive,Negative,Negative
480,f7S0WFDy_J1TGahYhnoMLA,No mention,Positive,Positive,No mention,No mention,Positive,Positive,No mention,No mention,Positive,No mention,Positive,Positive,No mention,Positive,Positive,Positive,Positive,No mention,Negative,No mention
481,fAiPD2OIEm9wtS7uJqzu5Q,No mention,No mention,No mention,No mention,No mention,No mention,Positive,Positive,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Positive,Positive,Negative,Positive
482,fApb6LKfOdy5u7MP0hsHKg,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,Positive,No mention,No mention,No mention,No mention,No mention,Positive,No mention,Positive,Positive,Negative,Positive
483,fHUAs1ec568wu-a_mRq7Rw,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Positive,Positive,Negative,Positive
484,fLk_N8vU25DNZmbU-70gkw,No mention,No mention,No mention,No mention,Positive,No mention,Positive,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,Positive,Positive,Negative,Positive
485,fO89arPgWzq_1YYQYLS4Yw,No mention,No mention,No mention,No mention,Positive,No mention,Positive,No mention,No mention,No mention,No mention,Positive,No mention,Positive,No mention,Positive,No mention,No mention,Negative,Negative,No mention
486,fVUurZgbWXzp2QzDzJzmpA,No mention,No mention,No mention,No mention,No mention,Positive,Positive,No mention,No mention,Positive,No mention,Positive,No mention,Positive,No mention,Positive,Negative,Positive,Positive,Negative,Positive
487,fXIsVDI9SEdJO9901CGfyw,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Negative,No mention
488,fiQxkb1pfPpvrr0oYYYBcA,No mention,No mention,Positive,No mention,No mention,No mention,Positive,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Negative,No mention
489,fp7IHO1z53wYP4PzKSl11g,No mention,Positive,No mention,No mention,No mention,No mention,Positive,No mention,No mention,Positive,No mention,No mention,No mention,No mention,Positive,Positive,No mention,Positive,Positive,Negative,Positive
490,fqStx0SvwMFChX_HIdUeEQ,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Positive,Negative,Positive,Positive
491,g2KcfGgIa-T7vrwAsFoEVA,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Positive,Negative,Negative,Positive
492,g5J9OJ5e8SgLYd2DL8_K9w,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Positive,Positive,No mention,No mention
493,g9MWxLxQdADqja0qN1HKkQ,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Negative,No mention
494,gLNf3zUydIKc_cvUll-6gw,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Negative,Negative,No mention
495,gUvG-W-02lg5M1RY6n8bkA,No mention,No mention,No mention,No mention,No mention,No mention,Negative,No mention,No mention,No mention,No mention,Negative,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention
496,gaNQrd95h2-4TZaUDPTAIQ,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,No mention,No mention,Negative,No mention
497,gebiRewfieSdtt17PTW6Zg,No mention,Positive,No mention,No mention,No mention,Positive,Negative,No mention,No mention,Positive,No mention,Positive,No mention,Negative,No mention,Positive,No mention,Positive,Positive,Negative,Positive
498,ghLjxj4HoSHdflBEz2lIqA,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Positive,Positive,Positive,Positive
499,gjCxTVItFxk46rCZ-YaiFA,No mention,No mention,No mention,No mention,No mention,No mention,Positive,Positive,No mention,Positive,No mention,No mention,No mention,No mention,No mention,Positive,No mention,Positive,Positive,Negative,Positive
500,grBPIq_eJCT_SGuhvMrUZQ,No mention,Positive,No mention,No mention,Positive,No mention,Positive,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Positive,Negative,Positive,Positive,Negative,Positive
501,grEJZ7iyhUbF8xuwmFRdAA,No mention,Positive,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,No mention,Positive,Positive,No mention,No mention,No mention,Positive,No mention
502,hDr_bt6MEwlGvGCCKzyzhg,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,No mention,No mention,Positive,Positive,Negative,Positive
503,hPzPpfSjgQkpWCD7YjcY-A,Positive,Positive,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Positive,No mention,Positive,No mention,Positive,Positive,No mention,No mention,Positive,Positive,Negative,Positive
504,hVKH5oED9NgGaZeIiF547A,No mention,No mention,No mention,No mention,Positive,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Positive,Positive,Negative,Positive
505,hfN0fllM3m2jykAgToRTlQ,No mention,No mention,No mention,No mention,No mention,No mention,Positive,Positive,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention
506,hrEtM0WMgwhv19mzVnKiJQ,No mention,Positive,No mention,No mention,Positive,No mention,Positive,No mention,No mention,Positive,No mention,No mention,No mention,No mention,No mention,Positive,No mention,Negative,Positive,Negative,Positive
